question,label
서울 마포 우산 쓸까,B-LOCATION E-LOCATION O O
서울 동대문 비오니,B-LOCATION E-LOCATION O
서울 성북 우산 필요하냐,B-LOCATION E-LOCATION O O
서울 노원 덥니,B-LOCATION E-LOCATION O
서울 양천 춥냐,B-LOCATION E-LOCATION O
서울 송파 날씨 춥냐,B-LOCATION E-LOCATION O O
서울 중구 우산 필요하니,B-LOCATION E-LOCATION O O
서울 관악 날씨 맑니,B-LOCATION E-LOCATION O O
서울 마포 흐릴까,B-LOCATION E-LOCATION O
서울 용산 날씨 춥냐,B-LOCATION E-LOCATION O O
서울 용산 맑을까,B-LOCATION E-LOCATION O
서울 중구 날씨 더울까,B-LOCATION E-LOCATION O O
서울 중구 우산 필요해,B-LOCATION E-LOCATION O O
서울 동작 맑니,B-LOCATION E-LOCATION O
서울 영등포 날씨 맑냐,B-LOCATION E-LOCATION O O
서울 서대문 맑을까,B-LOCATION E-LOCATION O
서울 동대문 우산 필요할까,B-LOCATION E-LOCATION O O
서울 서대문 맑니,B-LOCATION E-LOCATION O
서울 중랑 날씨 맑니,B-LOCATION E-LOCATION O O
서울 광진 날씨 춥냐,B-LOCATION E-LOCATION O O
서울 서대문 날씨 맑니,B-LOCATION E-LOCATION O O
서울 노원 날씨 춥니,B-LOCATION E-LOCATION O O
서울 성동 춥니,B-LOCATION E-LOCATION O
서울 광진 우산 필요하냐,B-LOCATION E-LOCATION O O
서울 노원 우산 챙길까,B-LOCATION E-LOCATION O O
서울 영등포 우산 가져갈까,B-LOCATION E-LOCATION O O
서울 광진 날씨 추울까,B-LOCATION E-LOCATION O O
서울 영등포 더울까,B-LOCATION E-LOCATION O
서울 용산 날씨 어때,B-LOCATION E-LOCATION O O
서울 송파 우산 챙겨야 할까,B-LOCATION E-LOCATION O O O
서울 용산 흐리니,B-LOCATION E-LOCATION O
서울 서대문 비 올까,B-LOCATION E-LOCATION O O
서울 은평 날씨 맑을까,B-LOCATION E-LOCATION O O
서울 중구 맑니,B-LOCATION E-LOCATION O
서울 도봉 추울까,B-LOCATION E-LOCATION O
서울 종로 날씨 덥냐,B-LOCATION E-LOCATION O O
서울 동대문 비 올까,B-LOCATION E-LOCATION O O
서울 중구 비 올까,B-LOCATION E-LOCATION O O
서울 중랑 흐리니,B-LOCATION E-LOCATION O
서울 노원 날씨 맑을까,B-LOCATION E-LOCATION O O
서울 중랑 날씨 덥니,B-LOCATION E-LOCATION O O
서울 양천 날씨 흐릴까,B-LOCATION E-LOCATION O O
기온 시원하니,O O
따뜻하니 기온,O O
인천 기온 따뜻해,S-LOCATION O O
부산 시원해,S-LOCATION O
부산 시원하니,S-LOCATION O
시원한 기온니,O O
밀양 지금 기온 시원해,S-LOCATION S-DATE O O
구름 껴서 기온 쌀쌀해,O O O O
모레 기온 알려줘,S-DATE O O
기온 어떠려나,O O
전주 기온 어떤지 말해줘,S-LOCATION O O O
기온 궁금해서 물어봤어,O O O
기온 알려주세요,O O
기온 어떠려나,O O
체감 기온 어떠려나,O O O
모레 날씨 알려주겠니,S-DATE O O
고성 우산 필요해,S-LOCATION O O
수원 날씨 맑을까,S-LOCATION O O
동두천 우산 써야하니,S-LOCATION O O
홍성 우산 필요할까,S-LOCATION O O
영양 날씨 춥니,S-LOCATION O O
안산 우산 챙겨야해,S-LOCATION O O
여수 우산 써야 할까,S-LOCATION O O O
의성 흐릴까,S-LOCATION O
진주 날씨 흐리냐,S-LOCATION O O
수원 날씨 흐리냐,S-LOCATION O O
무안 비 올까,S-LOCATION O O
군산 더울까,S-LOCATION O
홍성 눈 오니,S-LOCATION O O
태백 날씨 맑냐,S-LOCATION O O
영동 우산 챙겨야 할까,S-LOCATION O O O
거제 날씨 맑을까,S-LOCATION O O
청도 날씨 추울까,S-LOCATION O O
함양 덥니,S-LOCATION O
부천 날씨 어떠니,S-LOCATION O O
포천 눈 오냐,S-LOCATION O O
대구 날씨 춥니,S-LOCATION O O
제천 날씨 맑을까,S-LOCATION O O
통영 우산 쓸까,S-LOCATION O O
정선 우산 필요하니,S-LOCATION O O
고흥 날씨 더울까,S-LOCATION O O
고성 우산 챙길까,S-LOCATION O O
강릉 날씨 좋니,S-LOCATION O O
서산 날씨 덥니,S-LOCATION O O
완주 우산 필요하니,S-LOCATION O O
완주 비오냐,S-LOCATION O
가평 날씨 흐리냐,S-LOCATION O O
함평 우산 필요하냐,S-LOCATION O O
공주 날씨 추울까,S-LOCATION O O
강진 춥니,S-LOCATION O
영암 날씨 맑을까,S-LOCATION O O
양양 날씨 흐릴까,S-LOCATION O O
고양 날씨 흐리니,S-LOCATION O O
평택 맑을까,S-LOCATION O
영동 비 올까,S-LOCATION O O
통영 날씨 흐리니,S-LOCATION O O
의정부 날씨 맑을까,S-LOCATION O O
화순 우산 필요하니,S-LOCATION O O
아산 우산 필요할까,S-LOCATION O O
가평 날씨 맑냐,S-LOCATION O O
대구 흐리냐,S-LOCATION O
문경 우산 가져갈까,S-LOCATION O O
논산 우산 필요할까,S-LOCATION O O
의성 우산 써야하니,S-LOCATION O O
동두천 추울까,S-LOCATION O
거제 맑니,S-LOCATION O
미추홀 맑을까,S-LOCATION O
대구 춥니,S-LOCATION O
의왕 날씨 맑냐,S-LOCATION O O
울진 날씨 추울까,S-LOCATION O O
태백 날씨 좋니,S-LOCATION O O
수원 비오냐,S-LOCATION O
춘천 맑니,S-LOCATION O
신안 날씨 추울까,S-LOCATION O O
미추홀 날씨 추울까,S-LOCATION O O
용산 우산 챙길까,S-LOCATION O O
광양 우산 챙길까,S-LOCATION O O
창녕 날씨 어떠냐,S-LOCATION O O
춘천 더울까,S-LOCATION O
의령 날씨 추울까,S-LOCATION O O
거제 우산 필요할까,S-LOCATION O O
과천 눈 올까,S-LOCATION O O
아산 우산 필요하니,S-LOCATION O O
시흥 눈 오냐,S-LOCATION O O
청양 눈 오냐,S-LOCATION O O
곡성 춥니,S-LOCATION O
계룡 날씨 어떠냐,S-LOCATION O O
증평 우산 필요할까,S-LOCATION O O
밀양 눈 올까,S-LOCATION O O
서산 우산 필요해,S-LOCATION O O
장성 덥니,S-LOCATION O
예천 더울까,S-LOCATION O
일산 날씨 어떠냐,S-LOCATION O O
군위 날씨 흐리냐,S-LOCATION O O
보성 비오니,S-LOCATION O
당진 날씨 어떠니,S-LOCATION O O
서천 날씨 맑냐,S-LOCATION O O
동해 덥냐,S-LOCATION O
충주 날씨 덥냐,S-LOCATION O O
포천 날씨 흐리니,S-LOCATION O O
고창 날씨 흐리니,S-LOCATION O O
남원 날씨 추울까,S-LOCATION O O
진주 흐릴까,S-LOCATION O
의정부 맑을까,S-LOCATION O
천안 맑니,S-LOCATION O
예산 맑니,S-LOCATION O
무안 날씨 맑니,S-LOCATION O O
김포 우산 가져가야하니,S-LOCATION O O
홍성 춥니,S-LOCATION O
밀양 날씨 어떠니,S-LOCATION O O
영주 우산 챙길까,S-LOCATION O O
정읍 춥니,S-LOCATION O
영동 날씨 맑을까,S-LOCATION O O
장수 우산 가져가야하니,S-LOCATION O O
의성 눈 오니,S-LOCATION O O
청주 더울까,S-LOCATION O
미추홀 우산 필요하니,S-LOCATION O O
영주 흐릴까,S-LOCATION O
정선 우산 쓸까,S-LOCATION O O
단양 우산 필요하니,S-LOCATION O O
문경 날씨 맑냐,S-LOCATION O O
태안 춥냐,S-LOCATION O
충주 우산 챙길까,S-LOCATION O O
함안 날씨 춥니,S-LOCATION O O
칠곡 날씨 덥냐,S-LOCATION O O
고성 날씨 맑냐,S-LOCATION O O
하남 날씨 맑냐,S-LOCATION O O
하남 날씨 맑니,S-LOCATION O O
청송 우산 필요해,S-LOCATION O O
제주 우산 써야 할까,S-LOCATION O O O
의왕 추울까,S-LOCATION O
통영 우산 챙길까,S-LOCATION O O
괴산 우산 써야 할까,S-LOCATION O O O
나주 우산 챙겨야 할까,S-LOCATION O O O
인제 눈 오냐,S-LOCATION O O
대구 우산 써야하니,S-LOCATION O O
단양 춥냐,S-LOCATION O
춘천 날씨 어떠니,S-LOCATION O O
영양 우산 필요해,S-LOCATION O O
태백 맑을까,S-LOCATION O
익산 눈 오니,S-LOCATION O O
용인 날씨 추울까,S-LOCATION O O
원주 흐릴까,S-LOCATION O
담양 춥니,S-LOCATION O
포천 추울까,S-LOCATION O
광명 우산 필요할까,S-LOCATION O O
일산 날씨 흐리냐,S-LOCATION O O
영덕 날씨 춥니,S-LOCATION O O
무안 우산 필요할까,S-LOCATION O O
과천 날씨 덥니,S-LOCATION O O
제주 눈 오니,S-LOCATION O O
가평 우산 써야하니,S-LOCATION O O
미추홀 추울까,S-LOCATION O
제천 맑냐,S-LOCATION O
김포 더울까,S-LOCATION O
통영 날씨 맑냐,S-LOCATION O O
거창 우산 써야 할까,S-LOCATION O O O
해남 비오냐,S-LOCATION O
보성 우산 쓸까,S-LOCATION O O
괴산 날씨 맑을까,S-LOCATION O O
청도 눈 올까,S-LOCATION O O
정선 날씨 덥니,S-LOCATION O O
여주 날씨 춥니,S-LOCATION O O
포천 날씨 좋니,S-LOCATION O O
청주 날씨 맑을까,S-LOCATION O O
안동 날씨 추울까,S-LOCATION O O
정읍 날씨 흐리냐,S-LOCATION O O
당진 맑을까,S-LOCATION O
전주 날씨 춥니,S-LOCATION O O
울릉 우산 필요해,S-LOCATION O O
산청 날씨 흐리냐,S-LOCATION O O
내일 부산 우산 써야해,S-DATE S-LOCATION O O
오늘 우산 써야 하니,S-DATE O O O
울산 내일 우산 써야 하니,S-LOCATION S-DATE O O O
오늘 우산 써야 하니,S-DATE O O O
군산 내일 우산 써야 하니,S-LOCATION S-DATE O O O
우산 써야 하니,O O O
내일 부산 우산 써야해,S-DATE S-LOCATION O O
오늘 우산 써야 하니,S-DATE O O O
울산 내일 우산 써야 하니,S-LOCATION S-DATE O O O
오늘 우산 써야 하니,S-DATE O O O
군산 내일 우산 써야 하니,S-LOCATION S-DATE O O O
우산 써야 하니,O O O
내일 부산 우산 써야해,S-DATE S-LOCATION O O
오늘 우산 써야 하니,S-DATE O O O
울산 내일 우산 써야 하니,S-LOCATION S-DATE O O O
우산 쓰기 싫은데,O O O
전주 우산 쓸까,S-LOCATION O O
우산 써야 하니,O O O
다음 주 우산 쓰기 싫어,B-DATE E-DATE O O O
다음 주 우산 쓰기 싫어,B-DATE E-DATE O O O
광주 비 옷 입을까,S-LOCATION O O O
모레 전북 우비 입어야 하니,S-DATE S-LOCATION O O O
우비 입을까,O O
모레 비 옷 입어야 하니,S-DATE O O O O
우산 챙길까 말까,O O O
양주 우산 챙길까,S-LOCATION O O
울산 우산 챙길까 고민 돼,S-LOCATION O O O O
이천 우산 챙겨야 하니,S-LOCATION O O O
날씨 어떠니 좋니,O O O
광주 비 옷 입을까,S-LOCATION O O O
모레 전북 우비 입어야 하니,S-DATE S-LOCATION O O O
우비 입을까,O O
광주 비 옷 입을까,S-LOCATION O O O
모레 전북 우비 입어야 하니,S-DATE S-LOCATION O O O
우비 입을까,O O
모레 비 옷 입어야 하니,S-DATE O O O O
우산 챙길까 말까,O O O
양주 우산 챙길까,S-LOCATION O O
울산 우산 챙길까 고민 돼,S-LOCATION O O O O
이천 우산 챙겨야 하니,S-LOCATION O O O
날씨 어떠니 좋니,O O O
광주 비 옷 입을까,S-LOCATION O O O
모레 전북 우비 입어야 하니,S-DATE S-LOCATION O O O
우비 입을까,O O
모레 비 옷 입어야 하니,S-DATE O O O O
우산 챙길까 말까,O O O
양주 우산 챙길까,S-LOCATION O O
울산 우산 챙길까 고민 돼,S-LOCATION O O O O
이천 우산 챙겨야 하니,S-LOCATION O O O
날씨 어떠니 좋니,O O O
모레 비 옷 입어야 하니,S-DATE O O O O
고창 우산 챙길까 말까,S-LOCATION O O O
남원 우산 챙길까,S-LOCATION O O
완주 우산 챙길까 고민 돼,S-LOCATION O O O O
오산 우산 챙겨야 하니,S-LOCATION O O O
날씨 어떠니 좋니,O O O
우산 써야 하니,O O O
내일 부산 우산 써야해,S-DATE S-LOCATION O O
오늘 우산 써야 하니,S-DATE O O O
울산 내일 우산 써야 하니,S-LOCATION S-DATE O O O
오늘 우산 써야 하니,S-DATE O O O
군산 내일 우산 써야 하니,S-LOCATION S-DATE O O O
우산 써야 하니,O O O
내일 부산 우산 써야해,S-DATE S-LOCATION O O
오늘 우산 써야 하니,S-DATE O O O
울산 내일 우산 써야 하니,S-LOCATION S-DATE O O O
오늘 우산 써야 하니,S-DATE O O O
군산 내일 우산 써야 하니,S-LOCATION S-DATE O O O
우산 써야 하니,O O O
내일 부산 우산 써야해,S-DATE S-LOCATION O O
오늘 우산 써야 하니,S-DATE O O O
울산 내일 우산 써야 하니,S-LOCATION S-DATE O O O
우산 쓰기 싫은데,O O O
전주 우산 쓸까,S-LOCATION O O
우산 써야 하니,O O O
다음 주 우산 쓰기 싫어,B-DATE E-DATE O O O
다음 주 우산 쓰기 싫어,B-DATE E-DATE O O O
광주 비 옷 입을까,S-LOCATION O O O
모레 전북 우비 입어야 하니,S-DATE S-LOCATION O O O
우비 입을까,O O
모레 비 옷 입어야 하니,S-DATE O O O O
우산 챙길까 말까,O O O
양주 우산 챙길까,S-LOCATION O O
울산 우산 챙길까 고민 돼,S-LOCATION O O O O
이천 우산 챙겨야 하니,S-LOCATION O O O
날씨 어떠니 좋니,O O O
광주 비 옷 입을까,S-LOCATION O O O
모레 전북 우비 입어야 하니,S-DATE S-LOCATION O O O
우비 입을까,O O
광주 비 옷 입을까,S-LOCATION O O O
모레 전북 우비 입어야 하니,S-DATE S-LOCATION O O O
우비 입을까,O O
모레 비 옷 입어야 하니,S-DATE O O O O
우산 챙길까 말까,O O O
양주 우산 챙길까,S-LOCATION O O
울산 우산 챙길까 고민 돼,S-LOCATION O O O O
이천 우산 챙겨야 하니,S-LOCATION O O O
날씨 어떠니 좋니,O O O
광주 비 옷 입을까,S-LOCATION O O O
모레 전북 우비 입어야 하니,S-DATE S-LOCATION O O O
우비 입을까,O O
모레 비 옷 입어야 하니,S-DATE O O O O
우산 챙길까 말까,O O O
양주 우산 챙길까,S-LOCATION O O
울산 우산 챙길까 고민 돼,S-LOCATION O O O O
이천 우산 챙겨야 하니,S-LOCATION O O O
날씨 어떠니 좋니,O O O
모레 비 옷 입어야 하니,S-DATE O O O O
고창 우산 챙길까 말까,S-LOCATION O O O
남원 우산 챙길까,S-LOCATION O O
완주 우산 챙길까 고민 돼,S-LOCATION O O O O
오산 우산 챙겨야 하니,S-LOCATION O O O
날씨 어떠니 좋니,O O O
이천 이번 주 바람 부니,S-LOCATION B-DATE E-DATE O O
서산 이번 주 눈 오려나,S-LOCATION B-DATE E-DATE O O
완주 오늘 바람 불어,S-LOCATION S-DATE O O
다음 주 전주 비 오려나,B-DATE E-DATE S-LOCATION O O
이번 주 서울 눈 오니,B-DATE E-DATE S-LOCATION O O
이번 주 대구 바람 많이 부는지 알려줘,B-DATE E-DATE S-LOCATION O O O O
부산 이번 주 바람 부니,S-LOCATION B-DATE E-DATE O O
광주 이번 주 눈 오려나,S-LOCATION B-DATE E-DATE O O
울산 이번 주 바람 불어,S-LOCATION B-DATE E-DATE O O
이번 주 인천 날씨 눈 오니,B-DATE E-DATE S-LOCATION O O O
이번 주 전주 비 오는지 알려줄래,B-DATE E-DATE S-LOCATION O O O
이번 주 강릉 맑아,B-DATE E-DATE S-LOCATION O
이천 이번 주 바람 부니,S-LOCATION B-DATE E-DATE O O
서산 이번 주 눈 오려나,S-LOCATION B-DATE E-DATE O O
완주 오늘 바람 불어,S-LOCATION S-DATE O O
다음 주 전주 비 오려나,B-DATE E-DATE S-LOCATION O O
이번 주 서울 눈 오니,B-DATE E-DATE S-LOCATION O O
이번 주 대구 바람 많이 부는지 알려줘,B-DATE E-DATE S-LOCATION O O O O
부산 이번 주 바람 부니,S-LOCATION B-DATE E-DATE O O
광주 이번 주 눈 오려나,S-LOCATION B-DATE E-DATE O O
울산 이번 주 바람 불어,S-LOCATION B-DATE E-DATE O O
이번 주 인천 날씨 눈 오니,B-DATE E-DATE S-LOCATION O O O
이번 주 전주 비 오는지 알려줄래,B-DATE E-DATE S-LOCATION O O O
이번 주 강릉 맑아,B-DATE E-DATE S-LOCATION O
이천 이번 주 바람 부니,S-LOCATION B-DATE E-DATE O O
서산 이번 주 눈 오려나,S-LOCATION B-DATE E-DATE O O
완주 오늘 바람 불어,S-LOCATION S-DATE O O
다음 주 전주 비 오려나,B-DATE E-DATE S-LOCATION O O
이번 주 서울 눈 오니,B-DATE E-DATE S-LOCATION O O
이번 주 대구 바람 많이 부는지 알려줘,B-DATE E-DATE S-LOCATION O O O O
부산 이번 주 바람 부니,S-LOCATION B-DATE E-DATE O O
광주 이번 주 눈 오려나,S-LOCATION B-DATE E-DATE O O
울산 이번 주 바람 불어,S-LOCATION B-DATE E-DATE O O
이번 주 인천 날씨 눈 오니,B-DATE E-DATE S-LOCATION O O O
이번 주 전주 비 오는지 알려줄래,B-DATE E-DATE S-LOCATION O O O
이번 주 강릉 맑아,B-DATE E-DATE S-LOCATION O
부산 이번 주 바람 부니,S-LOCATION B-DATE E-DATE O O
광주 이번 주 눈 오려나,S-LOCATION B-DATE E-DATE O O
울산 이번 주 바람 불어,S-LOCATION B-DATE E-DATE O O
이번 주 인천 날씨 눈 오니,B-DATE E-DATE S-LOCATION O O O
이번 주 전주 비 오는지 알려줄래,B-DATE E-DATE S-LOCATION O O O
이번 주 강릉 맑아,B-DATE E-DATE S-LOCATION O
부산 이번 주 바람 부니,S-LOCATION B-DATE E-DATE O O
광주 이번 주 눈 오려나,S-LOCATION B-DATE E-DATE O O
울산 이번 주 바람 불어,S-LOCATION B-DATE E-DATE O O
이번 주 인천 날씨 눈 오니,B-DATE E-DATE S-LOCATION O O O
이번 주 전주 비 오는지 알려줄래,B-DATE E-DATE S-LOCATION O O O
이번 주 강릉 맑아,B-DATE E-DATE S-LOCATION O
부산 이번 주 바람 부니,S-LOCATION B-DATE E-DATE O O
광주 이번 주 눈 오려나,S-LOCATION B-DATE E-DATE O O
울산 이번 주 바람 불어,S-LOCATION B-DATE E-DATE O O
이번 주 인천 날씨 눈 오니,B-DATE E-DATE S-LOCATION O O O
이번 주 전주 비 오는지 알려줄래,B-DATE E-DATE S-LOCATION O O O
이번 주 강릉 맑아,B-DATE E-DATE S-LOCATION O
부산 이번 주 바람 부니,S-LOCATION B-DATE E-DATE O O
광주 이번 주 눈 오려나,S-LOCATION B-DATE E-DATE O O
울산 이번 주 바람 불어,S-LOCATION B-DATE E-DATE O O
이번 주 인천 날씨 눈 오니,B-DATE E-DATE S-LOCATION O O O
이번 주 전주 비 오는지 알려줄래,B-DATE E-DATE S-LOCATION O O O
전라북도 눈 오는지 알려줄래,S-LOCATION O O O
전라북도 비 오는지 알려줄 수 있니,S-LOCATION O O O O O
충청북도 비 올지 알려줄래,S-LOCATION O O O
충청도 비 올지 알아봐줘,S-LOCATION O O O
전라남도 눈 올지 알고싶어,S-LOCATION O O O
경기도 눈 오는지 알 수 있을까,S-LOCATION O O O O O
강원도 비 오는지 말해 줘주라,S-LOCATION O O O O
전라도 비 오는지 말해 줄 수 있니,S-LOCATION O O O O O O
전라남도 날씨 말해 줘주라,S-LOCATION O O O
전라남도 눈 오는지 알려줄래,S-LOCATION O O O
서울 비 올지 말해 줘봐,S-LOCATION O O O O
경상북도 눈 오는지 알려줄 수 있니,S-LOCATION O O O O O
경기도 눈 오는지 알려주세요,S-LOCATION O O O
강원도 눈 올지 말해 줘줘,S-LOCATION O O O O
경상도 눈 오는지 알아봐줘,S-LOCATION O O O
경기도 날씨 말해 줘주라,S-LOCATION O O O
충청도 눈 오는지 말해 줘줘,S-LOCATION O O O O
충청도 날씨 말해 줘,S-LOCATION O O O
충청북도 비 올지 말해 줄 수 있니,S-LOCATION O O O O O O
경상북도 날씨 말해 줘주라,S-LOCATION O O O
제주도 비 올지 알려주라,S-LOCATION O O O
전라북도 날씨 알려줘,S-LOCATION O O
전라남도 비 오는지 말해 줘,S-LOCATION O O O O
경상북도 날씨 부탁 합니다,S-LOCATION O O O
강원도 눈 오는지 알려주세요,S-LOCATION O O O
제주도 눈 오는지 알려주라,S-LOCATION O O O
충청도 비 오는지 말해 줘주세요,S-LOCATION O O O O
충청남도 날씨 말해 줘봐,S-LOCATION O O O
제주도 비 올지 알려줄래,S-LOCATION O O O
전라남도 눈 올지 말해 줘주라,S-LOCATION O O O O
충청남도 눈 오는지 말해 줘줘,S-LOCATION O O O O
강원도 날씨 부탁 합니다,S-LOCATION O O O
서울 비 오는지 알 수 있을까,S-LOCATION O O O O O
강원도 눈 오는지 말해 줘줘,S-LOCATION O O O O
경상남도 비 올지 알아봐줘,S-LOCATION O O O
충청남도 비 오는지 말해 줄 수 있니,S-LOCATION O O O O O O
전라남도 날씨 알려주라,S-LOCATION O O
충청도 눈 오는지 알려주라,S-LOCATION O O O
충청남도 비 올지 알아봐줘,S-LOCATION O O O
경상북도 눈 오는지 알려줘,S-LOCATION O O O
경상남도 비 올지 알려줄래,S-LOCATION O O O
경상북도 비 오는지 알려줘,S-LOCATION O O O
충청도 눈 올지 말해 줘주세요,S-LOCATION O O O O
경상북도 비 오는지 알려줄 수 있니,S-LOCATION O O O O O
충청남도 날씨 알려줄 수 있니,S-LOCATION O O O O
전라북도 비 오는지 말해 줘,S-LOCATION O O O O
전라남도 눈 오는지 말해 줘줘,S-LOCATION O O O O
제주도 비 올지 부탁 해,S-LOCATION O O O O
충청도 눈 올지 알아봐줘,S-LOCATION O O O
전라남도 비 올지 알 수 있을까,S-LOCATION O O O O O
강원도 눈 올지 말해 줄 수 있니,S-LOCATION O O O O O O
서울 날씨 알려주라,S-LOCATION O O
전라도 눈 오는지 알려줄래,S-LOCATION O O O
충청남도 비 올지 부탁 해,S-LOCATION O O O O
전라남도 눈 올지 알려줄래,S-LOCATION O O O
충청남도 날씨 알려주라,S-LOCATION O O
경상도 비 올지 알고싶어,S-LOCATION O O O
경상북도 비 올지 말해 줘,S-LOCATION O O O O
충청도 눈 오는지 말해 줘봐,S-LOCATION O O O O
경상북도 눈 올지 알 수 있을까,S-LOCATION O O O O O
경상도 눈 오는지 부탁 해,S-LOCATION O O O O
전라도 비 올지 말해 줘,S-LOCATION O O O O
전라도 눈 오는지 말해 줘줘,S-LOCATION O O O O
경상도 눈 오는지 알려주라,S-LOCATION O O O
충청도 눈 올지 말해 줘,S-LOCATION O O O O
서울 눈 오는지 알고싶어,S-LOCATION O O O
전라남도 비 오는지 부탁 합니다,S-LOCATION O O O O
전라북도 비 오는지 말해 줘줘,S-LOCATION O O O O
서울 눈 오는지 알려줄래,S-LOCATION O O O
충청북도 눈 올지 말해 줘줘,S-LOCATION O O O O
경상남도 비 올지 말해 줄 수 있니,S-LOCATION O O O O O O
경상남도 비 올지 말해 줘,S-LOCATION O O O O
경상북도 비 오는지 알고싶어,S-LOCATION O O O
제주도 눈 올지 말해 줄 수 있니,S-LOCATION O O O O O O
충청북도 비 오는지 알 수 있을까,S-LOCATION O O O O O
전라북도 날씨 알려줄 수 있니,S-LOCATION O O O O
제주도 눈 오는지 알려줘,S-LOCATION O O O
충청도 눈 올지 말해 줘주라,S-LOCATION O O O O
전라북도 비 올지 알려줘,S-LOCATION O O O
충청북도 눈 올지 부탁 합니다,S-LOCATION O O O O
충청남도 눈 오는지 알려주라,S-LOCATION O O O
서울 눈 올지 알려주세요,S-LOCATION O O O
경상도 비 오는지 부탁 해,S-LOCATION O O O O
경기도 눈 오는지 알려주라,S-LOCATION O O O
경기도 눈 올지 부탁 합니다,S-LOCATION O O O O
경상도 날씨 말해 줘봐,S-LOCATION O O O
전라북도 눈 오는지 알고싶어,S-LOCATION O O O
전라북도 눈 오는지 말해 줘주세요,S-LOCATION O O O O
경상북도 비 올지 알고싶어,S-LOCATION O O O
강원도 비 오는지 알려줘,S-LOCATION O O O
충청북도 날씨 알려줄 수 있니,S-LOCATION O O O O
전라북도 비 올지 말해 줘줘,S-LOCATION O O O O
경상남도 눈 오는지 알려주라,S-LOCATION O O O
충청도 눈 오는지 부탁 해,S-LOCATION O O O O
전라북도 날씨 말해 줘주세요,S-LOCATION O O O
강원도 비 올지 알려주세요,S-LOCATION O O O
그니까 용산 비 오는지 알려주세요,O S-LOCATION O O O
그니까 의성 비 올지 알 수 있을까,O S-LOCATION O O O O O
그니까 화천 눈 오는지 말해 줘,O S-LOCATION O O O O
그니까 영월 비 오는지 말해 줘,O S-LOCATION O O O O
그니까 단양 눈 오는지 말해 줘주세요,O S-LOCATION O O O O
아니 거창 비 오는지 알려줄 수 있니,O S-LOCATION O O O O O
아니 포항 눈 올지 알려줘,O S-LOCATION O O O
아니 공주 비 오는지 알 수 있을까,O S-LOCATION O O O O O
아니 금산 눈 올지 말해 줘주라,O S-LOCATION O O O O
아니 이천 날씨 알려주라,O S-LOCATION O O
아니 수원 비 올지 알 수 있을까,O S-LOCATION O O O O O
ㅇㅇ 나주 날씨 말해 줘,O S-LOCATION O O O
ㅇㅇ 양주 눈 오는지 부탁 합니다,O S-LOCATION O O O O
ㅇㅇ 봉화 눈 오는지 알고싶어,O S-LOCATION O O O
ㅇㅇ 포항 날씨 말해 줘줘,O S-LOCATION O O O
ㅇㅇ 성주 눈 올지 말해 줘주라,O S-LOCATION O O O O
ㅇㅇ 하동 비 오는지 부탁 합니다,O S-LOCATION O O O O
그래 통영 눈 오는지 알려줄래,O S-LOCATION O O O
그래 영주 눈 오는지 알고싶어,O S-LOCATION O O O
그래 금산 비 올지 알려주세요,O S-LOCATION O O O
그래 계룡 비 올지 알고싶어,O S-LOCATION O O O
그래 신안 눈 오는지 말해 줄 수 있니,O S-LOCATION O O O O O O
그럼 봉화 비 오는지 말해 줘,O S-LOCATION O O O O
그럼 부안 비 올지 말해 줄 수 있니,O S-LOCATION O O O O O O
그럼 논산 눈 올지 말해 줘,O S-LOCATION O O O O
그럼 인제 비 올지 부탁 해,O S-LOCATION O O O O
그럼 울진 비 오는지 부탁 합니다,O S-LOCATION O O O O
그럼 부천 눈 오는지 알고싶어,O S-LOCATION O O O
그러면 가평 비 오는지 부탁 합니다,O S-LOCATION O O O O
그러면 태안 눈 오는지 알려줘,O S-LOCATION O O O
그러면 남양주 비 올지 말해 줘주세요,O S-LOCATION O O O O
그러면 여수 비 오는지 말해 줘주세요,O S-LOCATION O O O O
그러면 인제 비 올지 말해 줄 수 있니,O S-LOCATION O O O O O O
그러면 청양 눈 오는지 알려줄 수 있니,O S-LOCATION O O O O O
그러면 광명 비 오는지 말해 줘,O S-LOCATION O O O O
서울 눈 올지 알려줄래,S-LOCATION O O O
전라도 비 올지 부탁 해,S-LOCATION O O O O
전라남도 눈 오는지 말해 줘봐,S-LOCATION O O O O
전라남도 비 오는지 알려줄래,S-LOCATION O O O
경상남도 눈 올지 알려줘,S-LOCATION O O O
경기도 날씨 알려주라,S-LOCATION O O
제주도 눈 올지 말해 줘봐,S-LOCATION O O O O
경상남도 날씨 알아봐줘,S-LOCATION O O
서울 비 올지 알려줄 수 있니,S-LOCATION O O O O O
충청북도 눈 오는지 알고싶어,S-LOCATION O O O
경기도 비 올지 알고싶어,S-LOCATION O O O
서울 눈 올지 말해 줄 수 있니,S-LOCATION O O O O O O
서울 비 올지 부탁 해,S-LOCATION O O O O
경상북도 눈 올지 알려줘,S-LOCATION O O O
충청도 눈 올지 알 수 있을까,S-LOCATION O O O O O
제주도 비 오는지 알려줄래,S-LOCATION O O O
경상남도 비 올지 알고싶어,S-LOCATION O O O
충청도 눈 오는지 알려주세요,S-LOCATION O O O
경기도 눈 올지 말해 줘줘,S-LOCATION O O O O
경기도 비 오는지 알고싶어,S-LOCATION O O O
경상북도 비 오는지 말해 줄 수 있니,S-LOCATION O O O O O O
